movie_title,Words
the taking of pelham 1 2 3,Action Crime Thriller Tony Scott Denzel Washington Ramon Rodriguez Michael Rispoli
little fockers,Comedy Romance Paul Weitz Robert De Niro Blythe Danner Teri Polo
the other guys,Action Comedy Crime Adam McKay Dwayne Johnson Will Ferrell Derek Jeter
eraser,Action Drama Mystery Thriller Chuck Russell Vanessa Williams James Coburn Roma Maffia
django unchained,Drama Western Quentin Tarantino Leonardo DiCaprio Christoph Waltz Ato Essandoh
the hunchback of notre dame,Animation Drama Family Musical Romance Gary Trousdale Demi Moore Jason Alexander Bill Fagerbakke
the emperor's new groove,Adventure Animation Comedy Family Fantasy Mark Dindal Eartha Kitt Wendie Malick John Fiedler
the expendables 2,Action Adventure Thriller Simon West Jason Statham Sylvester Stallone Bruce Willis
national treasure,Action Adventure Comedy Family Mystery Jon Turteltaub Nicolas Cage Armando Riesco Annie Parisse
eragon,Action Adventure Family Fantasy Stefen Fangmeier Djimon Hounsou Ed Speleers Gary Lewis
where the wild things are,Adventure Drama Family Fantasy Spike Jonze Catherine O'Hara Ryan Corr Max Records
epic,Adventure Animation Family Fantasy Chris Wedge Josh Hutcherson Emma Kenney Troy Evans
end of days,Action Fantasy Horror Mystery Peter Hyams CCH Pounder Mark Margolis Udo Kier
blood diamond,Adventure Drama Thriller Edward Zwick Leonardo DiCaprio Djimon Hounsou Stephen Collins
the wolf of wall street,Biography Comedy Crime Drama Martin Scorsese Leonardo DiCaprio Matthew McConaughey Jon Favreau
batman forever,Action Adventure Fantasy Joel Schumacher Michael Gough Rene Auberjonois Debi Mazar
starship troopers,Action Sci-Fi War Paul Verhoeven Jake Busey Patrick Muldoon Seth Gilliam
cloud atlas,Drama Sci-Fi Tom Tykwer Tom Hanks Jim Sturgess Jim Broadbent
legend of the guardians: the owls of ga'hoole,Action Adventure Animation Family Fantasy Zack Snyder Abbie Cornish Richard Roxburgh Anthony LaPaglia
catwoman,Action Crime Fantasy Romance Thriller Pitof Frances Conroy Christopher Heyerdahl Alex Borstein
treasure planet,Adventure Animation Family Sci-Fi Ron Clements Joseph Gordon-Levitt Martin Short Michael Wincott
land of the lost,Adventure Comedy Sci-Fi Brad Silberling Will Ferrell Anna Friel Bobb'e J. Thompson
the expendables 3,Action Adventure Thriller Patrick Hughes Jason Statham Sylvester Stallone Harrison Ford
son of the mask,Comedy Family Fantasy Lawrence Guterman Jamie Kennedy Traylor Howard Ben Stein
in the heart of the sea,Action Adventure Biography Drama History Thriller Ron Howard Chris Hemsworth Benjamin Walker Frank Dillane
the adventures of pluto nash,Action Comedy Sci-Fi Ron Underwood Rosario Dawson Randy Quaid Burt Young
green zone,Action Drama Thriller War Paul Greengrass Matt Damon Sean Huze Igal Naor
the peanuts movie,Adventure Animation Comedy Family Steve Martino Francesca Capaldi Venus Schultheis Bill Melendez
the spanish prisoner,Drama Mystery Thriller David Mamet Ben Gazzara Felicity Huffman Campbell Scott
the mummy returns,Action Adventure Fantasy Thriller Stephen Sommers Dwayne Johnson Brendan Fraser Patricia Velasquez
gangs of new york,Crime Drama Martin Scorsese Leonardo DiCaprio Liam Neeson Jim Broadbent
the flowers of war,Drama History Romance War Yimou Zhang Christian Bale Ni Ni Shigeo Kobayashi
surf's up,Animation Comedy Family Sport Ash Brannon Jeff Bridges Zooey Deschanel Jon Heder
the stepford wives,Comedy Sci-Fi Thriller Frank Oz Jon Lovitz Matthew Broderick Roger Bart
black hawk down,Drama History War Ridley Scott Ioan Gruffudd Sam Shepard Ewen Bremner
the campaign,Comedy Jay Roach Will Ferrell Thomas Middleditch Katherine LaNasa
the fifth element,Action Adventure Sci-Fi Luc Besson Milla Jovovich Bruce Willis Gary Oldman
sex and the city 2,Comedy Drama Romance Michael Patrick King Chris Noth Liza Minnelli Kristin Davis
the road to el dorado,Adventure Animation Comedy Family Romance Bibo Bergeron Frank Welker Rosie Perez Elton John
ice age: continental drift,Adventure Animation Comedy Family Steve Martino Peter Dinklage Josh Gad Drake
finding nemo,Adventure Animation Comedy Family Andrew Stanton Alexander Gould Stephen Root Brad Garrett
the lord of the rings: the return of the king,Action Adventure Drama Fantasy Peter Jackson Orlando Bloom Billy Boyd Bernard Hill
the lord of the rings: the two towers,Action Adventure Drama Fantasy Peter Jackson Christopher Lee Orlando Bloom Billy Boyd
seventh son,Action Adventure Fantasy Sergey Bodrov Jeff Bridges Djimon Hounsou Olivia Williams
lara croft: tomb raider,Action Adventure Fantasy Thriller Simon West Angelina Jolie Pitt Noah Taylor Chris Barrie
transcendence,Drama Mystery Romance Sci-Fi Thriller Wally Pfister Johnny Depp Morgan Freeman Clifton Collins Jr.
jurassic park iii,Action Adventure Sci-Fi Thriller Joe Johnston Michael Jeter Trevor Morgan Alessandro Nivola
rise of the planet of the apes,Action Drama Sci-Fi Thriller Rupert Wyatt James Franco David Oyelowo Tyler Labine
the spiderwick chronicles,Adventure Family Fantasy Mark Waters Martin Short Tod Fennell Joan Plowright
a good day to die hard,Action Thriller John Moore Bruce Willis Cole Hauser Megalyn Echikunwoke
the incredibles,Action Adventure Animation Family Brad Bird Holly Hunter Craig T. Nelson Lou Romano
cutthroat island,Action Adventure Comedy Renny Harlin Christopher Masterson Frank Langella Matthew Modine
percy jackson & the olympians: the lightning thief,Adventure Family Fantasy Chris Columbus Logan Lerman Rosario Dawson Steve Coogan
men in black,Adventure Comedy Family Mystery Sci-Fi Barry Sonnenfeld Will Smith Rip Torn Linda Fiorentino
toy story 2,Adventure Animation Comedy Family Fantasy John Lasseter Tom Hanks John Ratzenberger Wayne Knight
unstoppable,Action Thriller Tony Scott Denzel Washington Rosario Dawson Ethan Suplee
rush hour 2,Action Comedy Crime Thriller Brett Ratner Mei Melançon John Lone Harris Yulin
what lies beneath,Drama Fantasy Horror Mystery Thriller Robert Zemeckis Harrison Ford Amber Valletta Miranda Otto
cloudy with a chance of meatballs,Animation Comedy Family Sci-Fi Phil Lord Will Forte Bobb'e J. Thompson Al Roker
ice age: dawn of the dinosaurs,Action Adventure Animation Comedy Family Carlos Saldanha Denis Leary Maile Flanagan Kelly Keaton
the secret life of walter mitty,Adventure Comedy Drama Fantasy Romance Ben Stiller Adam Scott Adrian Martinez Joey Slotnick
charlie's angels,Action Adventure Comedy Crime Thriller McG Bill Murray LL Cool J Kelly Lynch
the departed,Crime Drama Thriller Martin Scorsese Leonardo DiCaprio Matt Damon Ray Winstone
mulan,Adventure Animation Family Fantasy Musical War Tony Bancroft Ming-Na Wen Harvey Fierstein June Foray
tropic thunder,Action Comedy Ben Stiller Robert Downey Jr. Steve Coogan Brandon T. Jackson
the girl with the dragon tattoo,Crime Drama Mystery Thriller David Fincher Robin Wright Goran Visnjic Joely Richardson
die hard with a vengeance,Action Adventure Thriller John McTiernan Bruce Willis Aldis Hodge Kevin Chamberlin
sherlock holmes,Action Adventure Crime Mystery Thriller Guy Ritchie Robert Downey Jr. Eddie Marsan Robert Maillet
atlantis: the lost empire,Action Adventure Animation Family Fantasy Sci-Fi Gary Trousdale Leonard Nimoy Jim Varney Cree Summer
alvin and the chipmunks: the road chip,Adventure Animation Comedy Family Fantasy Music Walt Becker Bella Thorne Joshua Mikel Jesse McCartney
valkyrie,Drama History Thriller War Bryan Singer Tom Cruise Tom Wilkinson Thomas Kretschmann
you don't mess with the zohan,Action Comedy Dennis Dugan Adam Sandler Sayed Badreya Kevin Nealon
pixels,Action Animation Comedy Sci-Fi Chris Columbus Peter Dinklage Adam Sandler Josh Gad
a.i. artificial intelligence,Adventure Drama Sci-Fi Steven Spielberg Haley Joel Osment William Hurt Kevin Sussman
the haunted mansion,Comedy Family Fantasy Horror Mystery Rob Minkoff Marsha Thomason Rachael Harris Marc John Jefferies
contact,Drama Mystery Sci-Fi Thriller Robert Zemeckis Matthew McConaughey Tom Skerritt Larry King
hollow man,Action Horror Sci-Fi Thriller Paul Verhoeven Greg Grunberg Kim Dickens Joey Slotnick
the interpreter,Crime Mystery Thriller Sydney Pollack Curtiss Cook George Harris Michael Wright
percy jackson: sea of monsters,Adventure Family Fantasy Thor Freudenthal Logan Lerman Leven Rambin Brandon T. Jackson
lara croft tomb raider: the cradle of life,Action Adventure Fantasy Jan de Bont Gerard Butler Angelina Jolie Pitt Djimon Hounsou
now you see me 2,Action Adventure Comedy Crime Mystery Thriller Jon M. Chu Daniel Radcliffe Morgan Freeman Sanaa Lathan
spy game,Action Crime Thriller Tony Scott Brad Pitt Stephen Dillane Catherine McCormack
mission to mars,Adventure Sci-Fi Thriller Brian De Palma Don Cheadle Connie Nielsen Kim Delaney
rio,Adventure Animation Comedy Family Musical Carlos Saldanha Anne Hathaway Wanda Sykes Will.i.am
bicentennial man,Comedy Drama Sci-Fi Chris Columbus Robin Williams Oliver Platt John Michael Higgins
volcano,Action Drama Sci-Fi Thriller Mick Jackson Don Cheadle Anne Heche Gaby Hoffmann
the devil's own,Action Crime Drama Thriller Alan J. Pakula Harrison Ford Brad Pitt Natascha McElhone
k-19: the widowmaker,Drama History Thriller War Kathryn Bigelow Liam Neeson Christian Camargo Lex Shrapnel
fantastic four,Action Adventure Sci-Fi Josh Trank Tim Blake Nelson Reg E. Cathey Tim Heidecker
cinderella man,Biography Drama Sport Ron Howard Paddy Considine Bruce McGill Rosemarie DeWitt
the nutcracker in 3d,Action Family Fantasy Musical Andrey Konchalovskiy Shirley Henderson Nathan Lane Richard E. Grant
seabiscuit,Drama History Sport Gary Ross Jeff Bridges Michael Angarano Michael O'Neill
twister,Action Adventure Drama Thriller Jan de Bont Philip Seymour Hoffman Alan Ruck Jami Gertz
cast away,Adventure Drama Romance Robert Zemeckis Tom Hanks Paul Sanchez Nick Searcy
happy feet,Animation Comedy Family Music Romance George Miller Robin Williams Hugh Jackman Elizabeth Daily
the bourne supremacy,Action Mystery Thriller Paul Greengrass Matt Damon Joan Allen Oksana Akinshina
air force one,Action Adventure Drama Thriller Wolfgang Petersen Harrison Ford Gary Oldman Dean Stockwell
ocean's eleven,Crime Thriller Steven Soderbergh Brad Pitt Bernie Mac Elliott Gould
the three musketeers,Action Adventure Romance Paul W.S. Anderson Milla Jovovich Logan Lerman Orlando Bloom
hotel transylvania,Animation Comedy Family Fantasy Genndy Tartakovsky Steve Buscemi Adam Sandler Jon Lovitz
enchanted,Animation Comedy Family Fantasy Musical Romance Kevin Lima Jeff Bennett Teala Dunn Fred Tatasciore
hannibal            ,Crime Drama Horror Mystery Thriller unknown Caroline Dhavernas Scott Thompson Hettienne Park
safe house,Action Crime Mystery Thriller Daniel Espinosa Denzel Washington Ryan Reynolds Sam Shepard
102 dalmatians,Adventure Comedy Family Kevin Lima Ioan Gruffudd Eric Idle Jim Carter
tower heist,Action Comedy Crime Brett Ratner Matthew Broderick Gabourey Sidibe Judd Hirsch
the holiday,Comedy Romance Nancy Meyers Kate Winslet Rufus Sewell Sarah Parish
enemy of the state,Action Crime Drama Mystery Thriller Tony Scott Will Smith Jake Busey Lisa Bonet
it's complicated,Comedy Drama Romance Nancy Meyers Meryl Streep Hunter Parrish Zoe Kazan
ocean's thirteen,Crime Thriller Steven Soderbergh Al Pacino Matt Damon Brad Pitt
open season,Adventure Animation Comedy Family Roger Allers Jon Favreau Debra Messing Jane Krakowski
divergent,Adventure Mystery Sci-Fi Neil Burger Kate Winslet Theo James Mekhi Phifer
enemy at the gates,Drama History War Jean-Jacques Annaud Bob Hoskins Gabriel Thomson Clemens Schick
the rundown,Action Adventure Comedy Thriller Peter Berg Dwayne Johnson Rosario Dawson Ewen Bremner
last action hero,Action Adventure Comedy Fantasy John McTiernan F. Murray Abraham Tom Noonan Joan Plowright
memoirs of a geisha,Drama Romance Rob Marshall Li Gong Mako Karl Yune
the fast and the furious: tokyo drift,Action Crime Thriller Justin Lin Amber Stevens West Zachery Ty Bryan Nikki Griffin
arthur christmas,Adventure Animation Comedy Family Fantasy Sarah Smith Jim Broadbent Imelda Staunton Michael Palin
meet joe black,Drama Fantasy Romance Martin Brest Anthony Hopkins Brad Pitt Jake Weber
collateral damage,Action Drama Thriller Andrew Davis Raymond Cruz Rick Worthy Jsu Garcia
all that jazz,Comedy Drama Music Musical Bob Fosse Roy Scheider Ben Vereen Max Wright
mirror mirror,Adventure Comedy Drama Family Fantasy Tarsem Singh Julia Roberts Nathan Lane Danny Woodburn
scott pilgrim vs. the world,Action Comedy Fantasy Romance Edgar Wright Anna Kendrick Kieran Culkin Ellen Wong
the core,Action Adventure Sci-Fi Thriller Jon Amiel Glenn Morshower Tchéky Karyo Rekha Sharma
nutty professor ii: the klumps,Comedy Romance Sci-Fi Peter Segal Larry Miller Janet Jackson Chris Elliott
scooby-doo,Adventure Comedy Mystery Raja Gosnell Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr.
click,Comedy Drama Fantasy Romance Frank Coraci Adam Sandler Cameron Monaghan Julie Kavner
cats & dogs: the revenge of kitty galore,Action Comedy Family Fantasy Brad Peyton Jack McBrayer Sean Hayes Katt Williams
jumper,Action Adventure Sci-Fi Thriller Doug Liman Kristen Stewart Hayden Christensen Tom Hulce
hellboy ii: the golden army,Action Adventure Fantasy Horror Sci-Fi Guillermo del Toro Seth MacFarlane Iván Kamarás Brian Steele
zodiac,Crime Drama History Mystery Thriller David Fincher Robert Downey Jr. Jake Gyllenhaal Anthony Edwards
the 6th day,Action Mystery Sci-Fi Thriller Roger Spottiswoode Robert Duvall Michael Rapaport Tony Goldwyn
bruce almighty,Comedy Drama Tom Shadyac Morgan Freeman Steve Carell Lisa Ann Walter
the expendables,Action Adventure Thriller Sylvester Stallone Jason Statham Sylvester Stallone Jet Li
mission: impossible,Action Adventure Thriller Brian De Palma Tom Cruise Kristin Scott Thomas Vanessa Redgrave
the hunger games,Adventure Drama Sci-Fi Thriller Gary Ross Jennifer Lawrence Josh Hutcherson Anthony Reynolds
the hangover part ii,Comedy Todd Phillips Bradley Cooper Mason Lee Mike Tyson
batman returns,Action Tim Burton Michael Gough Vincent Schiavelli Andrew Bryniarski
over the hedge,Adventure Animation Comedy Family Tim Johnson Bruce Willis Steve Carell Catherine O'Hara
lilo & stitch,Adventure Animation Comedy Drama Family Fantasy Sci-Fi Dean DeBlois Tia Carrere Jason Scott Lee David Ogden Stiers
charlotte's web,Comedy Family Fantasy Gary Winick Steve Buscemi Julia Roberts Oprah Winfrey
deep impact,Action Drama Romance Sci-Fi Thriller Mimi Leder Morgan Freeman Jon Favreau Robert Duvall
red 2,Action Comedy Crime Thriller Dean Parisot Bruce Willis Anthony Hopkins Garrick Hagon
the longest yard,Comedy Crime Sport Peter Segal Adam Sandler Steve Reevis Dalip Singh
alvin and the chipmunks: chipwrecked,Adventure Animation Comedy Family Fantasy Music Mike Mitchell Amy Poehler Jesse McCartney Lauren Gottlieb
grown ups 2,Comedy Dennis Dugan Steve Buscemi Adam Sandler Jon Lovitz
get smart,Action Adventure Comedy Peter Segal Bill Murray Dwayne Johnson Anne Hathaway
something's gotta give,Comedy Drama Romance Nancy Meyers Keanu Reeves Jon Favreau Paul Michael Glaser
shutter island,Mystery Thriller Martin Scorsese Leonardo DiCaprio Joseph Sikora Nellie Sciutto
four christmases,Comedy Drama Romance Seth Gordon Jon Favreau Robert Duvall Katy Mixon
robots,Adventure Animation Comedy Family Sci-Fi Chris Wedge Jim Broadbent Drew Carey Paula Abdul
face/off,Action Crime Sci-Fi Thriller John Woo Nicolas Cage CCH Pounder Joan Allen
bedtime stories,Comedy Family Fantasy Romance Adam Shankman Adam Sandler Carmen Electra Kathryn Joosten
road to perdition,Crime Drama Thriller Sam Mendes Tom Hanks Jennifer Jason Leigh Liam Aiken
just go with it,Comedy Romance Dennis Dugan Adam Sandler Bailee Madison Kevin Nealon
daredevil            ,Action Adventure Crime Drama Sci-Fi Thriller unknown Elden Henson Royce Johnson Charlie Cox
con air,Action Crime Thriller Simon West Steve Buscemi Monica Potter Dave Chappelle
eagle eye,Action Mystery Thriller D.J. Caruso Rosario Dawson Ethan Embry Cameron Boyce
cold mountain,Adventure Drama History Romance War Anthony Minghella Philip Seymour Hoffman Natalie Portman Charlie Hunnam
the book of eli,Action Adventure Drama Thriller Albert Hughes Denzel Washington Mila Kunis Gary Oldman
flubber,Comedy Family Sci-Fi Les Mayfield Robin Williams Jodi Benson Sam Lloyd
the haunting,Fantasy Horror Mystery Thriller Jan de Bont Liam Neeson Lili Taylor Virginia Madsen
space jam,Adventure Animation Comedy Family Fantasy Sci-Fi Sport Joe Pytka Bill Murray Wayne Knight Michael Jordan
the pink panther,Adventure Comedy Crime Family Mystery Shawn Levy Roger Rees Henry Czerny William Abadie
conspiracy theory,Action Crime Mystery Romance Thriller Richard Donner Julia Roberts Alex McArthur Michael Potts
fury,Action Drama War David Ayer Brad Pitt Logan Lerman Jim Parrack
six days seven nights,Action Adventure Comedy Romance Ivan Reitman Harrison Ford Anne Heche Amy Sedaris
yogi bear,Adventure Animation Comedy Family Eric Brevig Justin Timberlake Tom Cavanagh Josh Robert Thompson
spirit: stallion of the cimarron,Adventure Animation Family Western Kelly Asbury Matt Damon Charles Napier Zahn McClarnon
zookeeper,Comedy Family Romance Frank Coraci Rosario Dawson Leslie Bibb Nicholas Turturro
lost in space,Action Adventure Family Sci-Fi Thriller Stephen Hopkins Gary Oldman William Hurt June Lockhart
